Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex (field),Sex (final),Sex Source,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin,Final Origin,Field Origin,Origin Source
129,3DD.003DA28A47,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,8/17/2021 6:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/17/2021 6:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,34-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
130,3DD.003DA28A9C,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,8/17/2021 10:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/17/2021 10:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,34-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
131,3DD.003DA28A4D,Hat. Summer Steelhead,32H,Mark,730,NA,AD FE RF,NA,8/17/2021 11:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/17/2021 11:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,34-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
132,3DD.003DA28A75,Hat. Summer Steelhead,32H,Mark,620,NA,AD FE RF,NA,8/18/2021 6:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/18/2021 6:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,35-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,H2.1,H,H,H,NA
133,3DD.003D321B0D,Wild Summer Steelhead,32W,Recapture,530,NA,AI FE RE RF,This is a recap!!!!,8/18/2021 6:21,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/18/2021 6:21,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,35-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
134,3DD.003DA28A7F,Hat. Summer Steelhead,32H,Mark,530,NA,AD FE RF,NA,8/18/2021 13:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/18/2021 13:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,35-3,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,H2.1,H,H,H,NA
135,3DD.003DA28A8E,Wild Summer Steelhead,32W,Mark,680,NA,AI MA RF,NA,8/23/2021 5:51,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 5:51,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,36-1,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
136,3DD.003DA28A66,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,8/23/2021 10:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 10:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,36-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
137,3DD.003DA28A7C,Wild Summer Steelhead,32W,Mark,750,NA,AI MA RF,NA,8/23/2021 10:58,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 10:58,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,36-3,NA,NA,NA,Passed,Male,Male,Wen Broodstock,Maiden,NA,NA,NA,2.2,W,W,W,NA
138,3DD.003DA28A72,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,8/23/2021 11:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 11:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,36-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,H2.1,H,H,H,NA
139,3DD.003DA28A59,Hat. Summer Steelhead,32H,Mark,560,NA,AD MA RF,NA,8/23/2021 11:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 11:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,36-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
140,3DD.003DA28A48,Hat. Summer Steelhead,32H,Mark,610,NA,AD CW FE RF,NA,8/23/2021 11:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 11:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,36-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
141,3DD.003DA28A4E,Wild Summer Steelhead,32W,Mark,530,NA,AI MA RF,NA,8/23/2021 12:06,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 12:06,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,37-1,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,3.1,W,W,W,NA
142,3DD.003DA28A83,Wild Summer Steelhead,32W,Mark,600,NA,AI FE RF,NA,8/23/2021 12:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 12:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,37-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,3.1,W,W,W,NA
143,3DD.003DA28A58,Wild Summer Steelhead,32W,Mark,600,NA,AI FE RF,NA,8/23/2021 12:57,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/23/2021 12:57,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,37-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,3.1,W,W,W,NA
144,3DD.003DA28A98,Wild Summer Steelhead,32W,Mark,710,NA,AI FE RF,Injury-Body,8/25/2021 6:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 6:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,38-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,GN,NA,R.2,W,W,W,NA
145,3DD.003DA28A60,Hat. Summer Steelhead,32H,Mark,600,NA,AD CW FE RF,NA,8/25/2021 6:18,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 6:18,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,38-2,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,H2.1,H,H,H,NA
146,3DD.003DA28A95,Wild Summer Steelhead,32W,Mark,560,NA,AI FE RF,NA,8/25/2021 6:29,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 6:29,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,38-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
147,3DD.003DA28A4F,Hat. Summer Steelhead,32H,Mark,690,NA,AD FE RF,NA,8/25/2021 8:38,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 8:38,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,38-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
148,3DD.003DA28A5E,Wild Summer Steelhead,32W,Mark,530,NA,AI FE RF,Injury-Body,8/25/2021 8:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 8:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,38-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,GN,NA,R.1,W,W,W,NA
149,3DD.003DA28A88,Hat. Summer Steelhead,32H,Mark,620,NA,AD FE RF,NA,8/25/2021 9:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 9:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,38-6,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,H2.1,H,H,H,NA
150,3DD.003DA28A86,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,8/25/2021 10:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 10:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,39-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
151,3DD.003DA28A4A,Wild Summer Steelhead,32W,Mark,550,NA,AI FE RF,NA,8/25/2021 11:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 11:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,39-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
152,3DD.003DA28A46,Wild Summer Steelhead,32W,Mark,600,NA,AI FE RF,NA,8/25/2021 11:30,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 11:30,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,39-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
153,3DD.003DA28A90,Wild Summer Steelhead,32W,Mark,600,NA,AI MA RF,NA,8/25/2021 11:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 11:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,39-4,NA,NA,NA,Passed,Male,Male,Wen Broodstock,Maiden,NA,NA,NA,R.1,W,W,W,NA
154,3DD.003DA28A76,Hat. Summer Steelhead,32H,Mark,600,NA,AD FE RF,NA,8/25/2021 11:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 11:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,39-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
155,3DD.003DA28A81,Wild Summer Steelhead,32W,Mark,620,NA,AI FE RF,NA,8/25/2021 11:56,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 11:56,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,39-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
156,3DD.003DA28A5A,Hat. Summer Steelhead,32H,Mark,690,NA,AD FE RF,NA,8/25/2021 12:09,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 12:09,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,40-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
157,3DD.003DA28A82,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,8/25/2021 13:42,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/25/2021 13:42,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,40-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
158,3DD.003DA28A79,Wild Summer Steelhead,32W,Mark,540,NA,AI FE RF,NA,8/26/2021 6:32,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 6:32,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,41-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
159,3DD.003DA28A3A,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,8/26/2021 6:54,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 6:54,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,41-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
160,3DD.003DA28A5D,Wild Summer Steelhead,32W,Mark,560,NA,AI FE RF,NA,8/26/2021 8:30,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 8:30,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,41-3,NA,NA,NA,Passed,Female,Male,Wen Broodstock,Maiden,NA,NA,NA,R.1,W,W,W,NA
161,3DD.003DA28A6A,Hat. Summer Steelhead,32H,Mark,690,NA,AD MA RF,NA,8/26/2021 8:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 8:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,41-4,X,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.2,H,H,H,NA
162,3DD.003DA28A7D,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,8/26/2021 10:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 10:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,41-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
163,3DD.003DA28A49,Hat. Summer Steelhead,32H,Mark,550,NA,AD CW FE RF,NA,8/26/2021 10:32,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 10:32,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,41-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
164,3DD.003DA28A9B,Wild Summer Steelhead,32W,Mark,750,NA,AI FE RF,Changed to W after scale reading,8/26/2021 11:03,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 11:03,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,42-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,2.2,W,W,H,NA
165,3DD.003DA28A43,Hat. Summer Steelhead,32H,Mark,720,NA,AD FE RF,Injury-Body,8/26/2021 11:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,42-2,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,SS,NA,H2.2,H,H,H,NA
166,3DD.003D3A2191,Hat. Summer Steelhead,32H,Recapture,580,NA,AD CW FE RE RF,This is a recap!!!!,8/26/2021 11:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 11:23,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,X,NA,42-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
167,3DD.003DA28A7E,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,8/26/2021 11:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 11:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,42-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
168,384.3B23AC7214,Wild Summer Steelhead,32W,Recapture,NA,NA,AI FE RE RF,This is a recap!!!!,8/26/2021 12:08,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 12:08,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,42-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
169,3DD.003DA28A94,Wild Summer Steelhead,32W,Mark,670,NA,AI FE RF,NA,8/26/2021 12:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 12:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,42-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
170,3DD.003DA28A6D,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,8/26/2021 12:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 12:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,43-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
171,3DD.003DA28A39,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,8/26/2021 12:57,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/26/2021 12:57,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,43-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,H2.1,H,H,H,NA
172,3DD.003DA28A89,Hat. Summer Steelhead,32H,Mark,600,NA,AD MA RF,NA,8/30/2021 5:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 5:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44-1,X,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
173,3DD.003DA28A73,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,8/30/2021 6:32,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 6:32,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
174,3DD.003DA28A71,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,8/30/2021 6:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 6:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
175,3DD.003DA28A8D,Wild Summer Steelhead,32W,Mark,530,NA,AI FE RF,NA,8/30/2021 7:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 7:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
176,3DD.003DA28A74,Hat. Summer Steelhead,32H,Mark,580,NA,AD CW FE RF,NA,8/30/2021 7:54,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 7:54,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,44-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
177,3DD.003DA28A41,Hat. Summer Steelhead,32H,Mark,510,NA,AD FE RF,NA,8/30/2021 9:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 9:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,44-6,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
178,3DD.003DA28A8B,Hat. Summer Steelhead,32H,Mark,640,NA,AD MA RF,NA,8/30/2021 9:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 9:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
179,3DD.003DA28A42,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,8/30/2021 9:55,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 9:55,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
180,3DD.003DA28A84,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,8/30/2021 9:58,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 9:58,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
181,3DD.003DA28A45,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,8/30/2021 11:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 11:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
182,3DD.003DA28A8C,Hat. Summer Steelhead,32H,Mark,560,NA,AD CW MA RF,NA,8/30/2021 12:09,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 12:09,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,45-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
183,3DD.003DA28A54,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,8/30/2021 12:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 12:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
184,3DD.003DA28A65,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,8/30/2021 12:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 12:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
185,3DD.003DA28A5F,Hat. Summer Steelhead,32H,Mark,550,NA,AD CW FE RF,NA,8/30/2021 12:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 12:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,46-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,H2.1,H,H,H,NA
186,3DD.003DA28A3B,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,8/30/2021 13:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
187,3DD.003DA28A63,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,8/30/2021 13:08,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:08,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
188,3DD.003DA28A7A,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,8/30/2021 13:12,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:12,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-5,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
189,3DD.003DA28A93,Wild Summer Steelhead,32W,Mark,770,NA,AI MA RF,NA,8/30/2021 13:20,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:20,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-6,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
190,3DD.003DA28A7B,Hat. Summer Steelhead,32H,Mark,560,NA,AD MA RF,NA,8/30/2021 13:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,47-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
191,3DD.003DA28A3D,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,8/30/2021 13:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,47-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
192,3DD.003D46B74A,Hat. Summer Steelhead,32H,Recapture,560,NA,AD CW FE RE RF,This is a recap!!!!,8/30/2021 13:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:40,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,X,NA,47-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
193,3DD.003DA28A4B,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,8/30/2021 13:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/30/2021 13:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,47-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
